text	lemma	ending	clitic	partofspeech	form	prob	freq
globaliseerunud	globaliseerunud	d		A	pl n	0.0	0
globaliseerunud	globaliseeruma	nud		V	nud	0.0	0
globaliseerunud	globaliseerunud	0		A	sg n	0.0	0
täheldanud	täheldama	nud		V	nud	1.0	1
täheldanud	täheldanud	0		A	sg n	0.0	0
täheldanud	täheldanud	0		A		0.0	0
täheldanud	täheldanud	d		A	pl n	0.0	0
eosinofiil-vahendatud	eosinofiil-vahendatud	0		A		1.0	1
eosinofiil-vahendatud	eosinofiil-vahendatud	d		A	pl n	0.0	0
eosinofiil-vahendatud	eosinofiil-vahendatud	0		A	sg n	0.0	0
mahutatud	mahutama	tud		V	tud	1.0	1
mahutatud	mahutatud	0		A		0.0	0
mahutatud	mahutatud	d		A	pl n	0.0	0
mahutatud	mahutatud	0		A	sg n	0.0	0
laekunud	laekuma	nud		V	nud	1.0	1
laekunud	laekunud	0		A	sg n	0.0	0
laekunud	laekunud	0		A		0.0	0
laekunud	laekunud	d		A	pl n	0.0	0
pressitud	pressitud	0		A		1.0	1
pressitud	pressitud	0		A	sg n	0.0	0
pressitud	pressima	tud		V	tud	0.0	0
pressitud	pressitud	d		A	pl n	0.0	0
kangestunud	kangestunud	0		A		1.0	1
kangestunud	kangestunud	d		A	pl n	0.0	0
kangestunud	kangestunud	0		A	sg n	0.0	0
kangestunud	kangestuma	nud		V	nud	0.0	0
tagasipöördunud	tagasipöördunud	0		A		1.0	1
tagasipöördunud	tagasipöördunud	0		A	sg n	0.0	0
tagasipöördunud	tagasipöördunud	d		A	pl n	0.0	0
usutud	uskuma	tud		V	tud	1.0	1
usutud	usutud	d		A	pl n	0.0	0
usutud	usutud	0		A		0.0	0
usutud	usutud	0		A	sg n	0.0	0
piiritletud	piiritlema	tud		V	tud	1.0	1
piiritletud	piiritletud	d		A	pl n	0.0	0
piiritletud	piiritletud	0		A	sg n	0.0	0
piiritletud	piiritletud	0		A		0.0	0
aijuswanaseingil	Aijuswanaseing	l		H	sg ad	1.0	1
aijuswanaseingil	Aijuswanaseink	l		H	sg ad	0.0	0
aijuswanaseingil	Aijuswanaseingi	l		H	sg ad	0.0	0
julgustanud	julgustama	nud		V	nud	1.0	1
julgustanud	julgustanud	0		A	sg n	0.0	0
julgustanud	julgustanud	0		A		0.0	0
julgustanud	julgustanud	d		A	pl n	0.0	0
neroboli	nerobol	0		S	sg g	1.0	1
neroboli	neroboli	0		S	sg g	0.0	0
inglise-buuri	Inglise-Buur	0		H	sg g	1.0	1
inglise-buuri	Inglise-Buuri	0		H	sg g	0.0	0
grandi	grant	0		S	sg g	1.0	1
grandi	grand	0		S	sg g	0.0	0
jansoni	Janson	0		H	sg g	1.0	1
jansoni	Jansoni	0		H	sg g	0.0	0
ujunud	ujuma	nud		V	nud	1.0	1
ujunud	ujunud	0		A	sg n	0.0	0
ujunud	ujunud	0		A		0.0	0
ujunud	ujunud	d		A	pl n	0.0	0
liaodongi	Liaodong	0		H	sg g	1.0	1
liaodongi	Liaodonk	0		H	sg g	0.0	0
liaodongi	Liaodongi	0		H	sg g	0.0	0
käsitlenud	käsitlema	nud		V	nud	1.0	1
käsitlenud	käsitlenud	0		A	sg n	0.0	0
käsitlenud	käsitlenud	0		A		0.0	0
käsitlenud	käsitlenud	d		A	pl n	0.0	0
summadest	summa	dest		S	pl el	1.0	1
summadest	summ	dest		S	pl el	0.0	0
road	Road	0		H	sg n	1.0	1
road	Roog	d		H	pl n	0.0	0
road	Roa	d		H	pl n	0.0	0
fondis	fond	s		S	sg in	1.0	1
fondis	font	s		S	sg in	0.0	0
meditsiini	Meditsiin	0		H	sg g	1.0	1
meditsiini	Meditsiini	0		H	sg g	0.0	0
tõeks	tõde	ks		S	sg tr	1.0	1
tõeks	tõsi	ks		S	sg tr	0.0	0
münditud	münditud	0		A		1.0	1
münditud	münditud	0		A	sg n	0.0	0
münditud	münditud	d		A	pl n	0.0	0
münditud	müntima	tud		V	tud	0.0	0
eudoxoselt	Eudoxos	lt		H	sg abl	1.0	1
eudoxoselt	Eudoxose	lt		H	sg abl	0.0	0
niemeyerist	Niemeyer	st		H	sg el	1.0	1
niemeyerist	Niemeyeri	st		H	sg el	0.0	0
mullast	muld	st		S	sg el	1.0	1
mullast	mulla	st		S	sg el	0.0	0
drydeniga	Dryden	ga		H	sg kom	1.0	1
drydeniga	Drydeni	ga		H	sg kom	0.0	0
asetsenud	asetsema	nud		V	nud	1.0	1
asetsenud	asetsenud	0		A		0.0	0
asetsenud	asetsenud	d		A	pl n	0.0	0
asetsenud	asetsenud	0		A	sg n	0.0	0
dodist	Dodi	st		H	sg el	1.0	1
dodist	Dod	st		H	sg el	0.0	0
diriþaablil	diriþaabel	l		S	sg ad	1.0	1
diriþaablil	diriþaabli	l		S	sg ad	0.0	0
selverist	Selver	st		H	sg el	1.0	1
selverist	Selveri	st		H	sg el	0.0	0
khyberi	Khyber	0		H	sg g	1.0	1
khyberi	Khyberi	0		H	sg g	0.0	0
väljaõppinud	väljaõppinud	0		A		1.0	1
väljaõppinud	väljaõppinud	d		A	pl n	0.0	0
väljaõppinud	väljaõppinud	0		A	sg n	0.0	0
tung-inkontinentsi	tung-inkontinents	0		S	sg g	1.0	1
tung-inkontinentsi	tung-inkontinentsi	0		S	sg g	0.0	0
salumäega	Salumäe	ga		H	sg kom	1.0	1
salumäega	Salumägi	ga		H	sg kom	0.0	0
bel-airis	Bel-Air	s		H	sg in	1.0	1
bel-airis	Bel-Airi	s		H	sg in	0.0	0
häälestatud	häälestama	tud		V	tud	1.0	1
häälestatud	häälestatud	0		A		0.0	0
häälestatud	häälestatud	0		A	sg n	0.0	0
häälestatud	häälestatud	d		A	pl n	0.0	0
professorid-õppejõud	professorid-õppejõud	d		S	pl n	1.0	1
professorid-õppejõud	professorid-õppejõud	0		S	sg n	0.0	0
lähedasse	lähedane	se		A	adt	1.0	1
lähedasse	läheda	sse		A	sg ill	0.0	0
hangitud	hangitud	0		A		1.0	1
hangitud	hankima	tud		V	tud	0.0	0
hangitud	hangitud	d		A	pl n	0.0	0
hangitud	hangitud	0		A	sg n	0.0	0
kevadega	kevad	ga		S	sg kom	1.0	1
kevadega	kevade	ga		S	sg kom	0.0	0
miksoni	Mikson	0		H	sg g	1.0	1
miksoni	Miksoni	0		H	sg g	0.0	0
sandistunud	sandistunud	0		A		1.0	1
sandistunud	sandistunud	0		A	sg n	0.0	0
sandistunud	sandistunud	d		A	pl n	0.0	0
sandistunud	sandistuma	nud		V	nud	0.0	0
tooride	toor	de		S	pl g	1.0	1
tooride	toori	de		S	pl g	0.0	0
põhja-euroopa	Põhja-Euroopa	0		H	sg g	1.0	1
põhja-euroopa	Põhja-Euroobas	0		H	sg g	0.0	0
kummide	kumm	de		S	pl g	1.0	1
kummide	kummi	de		S	pl g	0.0	0
peenikest	peenike	t		A	sg p	1.0	1
peenikest	peenikene	t		A	sg p	0.0	0
takistatud	takistatud	0		A		1.0	1
takistatud	takistatud	0		A	sg n	0.0	0
takistatud	takistama	tud		V	tud	0.0	0
takistatud	takistatud	d		A	pl n	0.0	0
muundatud	muundatud	0		A		1.0	1
muundatud	muundama	tud		V	tud	0.0	0
muundatud	muundatud	d		A	pl n	0.0	0
muundatud	muundatud	0		A	sg n	0.0	0
nõrkenud	nõrkenud	0		A		1.0	1
nõrkenud	nõrkenud	d		A	pl n	0.0	0
nõrkenud	nõrkema	nud		V	nud	0.0	0
nõrkenud	nõrkenud	0		A	sg n	0.0	0
camelotis	Camelot	s		H	sg in	1.0	1
camelotis	Camelott	s		H	sg in	0.0	0
camelotis	Cameloti	s		H	sg in	0.0	0
poomi	Poom	0		H	sg g	1.0	1
poomi	Poomi	0		H	sg g	0.0	0
lapsukesed	lapsuke	d		S	pl n	1.0	1
lapsukesed	lapsukene	d		S	pl n	0.0	0
luubi	Luup	0		H	sg g	1.0	1
luubi	Luubi	0		H	sg g	0.0	0
luubi	Luub	0		H	sg g	0.0	0
stabiliseerunud	stabiliseeruma	nud		V	nud	1.0	1
stabiliseerunud	stabiliseerunud	0		A	sg n	0.0	0
stabiliseerunud	stabiliseerunud	0		A		0.0	0
stabiliseerunud	stabiliseerunud	d		A	pl n	0.0	0
taassündinud	taassündinud	0		A	sg n	1.0	1
taassündinud	taassündinud	d		A	pl n	0.0	0
taassündinud	taassündinud	0		A		0.0	0
taassündinud	taassündima	nud		V	nud	0.0	0
mullaks	muld	ks		S	sg tr	1.0	1
mullaks	mulla	ks		S	sg tr	0.0	0
symbiani	Symbian	0		H	sg g	1.0	1
symbiani	Symbiani	0		H	sg g	0.0	0
sharpi	Sharp	0		H	sg g	1.0	1
sharpi	Sharpi	0		H	sg g	0.0	0
schotti	Schott	0		H	sg g	1.0	1
schotti	Schotti	0		H	sg g	0.0	0
kogetud	kogetud	0		A		1.0	1
kogetud	kogetud	0		A	sg n	0.0	0
kogetud	kogetud	d		A	pl n	0.0	0
kogetud	kogema	tud		V	tud	0.0	0
kuhtunud	kuhtuma	nud		V	nud	1.0	1
kuhtunud	kuhtunud	d		A	pl n	0.0	0
kuhtunud	kuhtunud	0		A		0.0	0
kuhtunud	kuhtunud	0		A	sg n	0.0	0
glükosiidid	glükosiid	d		S	pl n	1.0	1
glükosiidid	glükosiit	d		S	pl n	0.0	0
ühe-	üks	0		N	sg g	1.0	1
ühe-	üks	0		P	sg g	0.0	0
villa	villa	0		S	sg g	1.0	1
villa	vill	0		S	sg g	0.0	0
paaritatud	paaritama	tud		V	tud	1.0	1
paaritatud	paaritatud	0		A	sg n	0.0	0
paaritatud	paaritatud	0		A		0.0	0
paaritatud	paaritatud	d		A	pl n	0.0	0
emantsipeerunud	emantsipeerunud	0		A		1.0	1
emantsipeerunud	emantsipeerunud	d		A	pl n	0.0	0
emantsipeerunud	emantsipeerunud	0		A	sg n	0.0	0
emantsipeerunud	emantsipeeruma	nud		V	nud	0.0	0
bowmaniga	Bowman	ga		H	sg kom	1.0	1
bowmaniga	Bowmani	ga		H	sg kom	0.0	0
järelejäänud	järelejäänud	0		A		1.0	1
järelejäänud	järelejäänud	0		A	sg n	0.0	0
järelejäänud	järelejäänud	d		A	pl n	0.0	0
nanaki	Nanak	0		H	sg g	1.0	1
nanaki	Nanaki	0		H	sg g	0.0	0
nanaki	Nanakk	0		H	sg g	0.0	0
märtinist	Märtin	st		H	sg el	1.0	1
märtinist	Märtini	st		H	sg el	0.0	0
piinanud	piinama	nud		V	nud	1.0	1
piinanud	piinanud	0		A	sg n	0.0	0
piinanud	piinanud	d		A	pl n	0.0	0
piinanud	piinanud	0		A		0.0	0
taas-iseseisvunud	taas-iseseisvunud	0		A		1.0	1
taas-iseseisvunud	taas-iseseisvunud	d		A	pl n	0.0	0
taas-iseseisvunud	taas-iseseisvuma	nud		V	nud	0.0	0
taas-iseseisvunud	taas-iseseisvunud	0		A	sg n	0.0	0
auklandi	Aukland	0		H	sg g	1.0	1
auklandi	Auklant	0		H	sg g	0.0	0
auklandi	Auklandi	0		H	sg g	0.0	0
randveere	Randveer	0		H	sg g	1.0	1
randveere	Randveere	0		H	sg g	0.0	0
kostnud	kostma	nud		V	nud	1.0	1
kostnud	kostnud	0		A		0.0	0
kostnud	kostnud	0		A	sg n	0.0	0
kostnud	kostnud	d		A	pl n	0.0	0
lõhed	lõhe	d		S	pl n	1.0	1
lõhed	lõhi	d		S	pl n	0.0	0
ennustit	ennusti	t		S	sg p	1.0	1
ennustit	ennust	t		S	sg p	0.0	0
informeeritud	informeeritud	0		A		1.0	1
informeeritud	informeerima	tud		V	tud	0.0	0
informeeritud	informeeritud	0		A	sg n	0.0	0
informeeritud	informeeritud	d		A	pl n	0.0	0
dali	Dali	0		H	sg g	1.0	1
dali	Dal	0		H	sg g	0.0	0
painutanud	painutama	nud		V	nud	1.0	1
painutanud	painutanud	d		A	pl n	0.0	0
painutanud	painutanud	0		A		0.0	0
painutanud	painutanud	0		A	sg n	0.0	0
karuksile	Karuks	le		H	sg all	1.0	1
karuksile	Karuksi	le		H	sg all	0.0	0
cottbusi	Cottbus	0		H	sg g	1.0	1
cottbusi	Cottbusi	0		H	sg g	0.0	0
kullaga	Kulla	ga		H	sg kom	1.0	1
kullaga	Kuld	ga		H	sg kom	0.0	0
värvinud	värvima	nud		V	nud	1.0	1
värvinud	värvinud	d		A	pl n	0.0	0
värvinud	värvinud	0		A	sg n	0.0	0
värvinud	värvinud	0		A		0.0	0
kortsutama	kortsutama	ma		V	ma	1.0	1
kortsutama	kortsuma	tama		V	tama	0.0	0
ibari	Ibar	0		H	sg g	1.0	1
ibari	Ibari	0		H	sg g	0.0	0
haavast	haav	st		S	sg el	1.0	1
haavast	haab	st		S	sg el	0.0	0
serviti	Serviti	0		H	sg g	1.0	1
serviti	Servit	0		H	sg g	0.0	0
hipparchose	Hipparchos	0		H	sg g	1.0	1
hipparchose	Hipparchose	0		H	sg g	0.0	0
lüüasaanud	lüüasaanud	0		A		1.0	1
lüüasaanud	lüüasaanud	d		A	pl n	0.0	0
lüüasaanud	lüüasaanud	0		A	sg n	0.0	0
nõrgenenud	nõrgenenud	0		A		1.0	1
nõrgenenud	nõrgenenud	d		A	pl n	0.0	0
nõrgenenud	nõrgenema	nud		V	nud	0.0	0
nõrgenenud	nõrgenenud	0		A	sg n	0.0	0
amüloidifibrillide	amüloidifibrill	de		S	pl g	1.0	1
amüloidifibrillide	amüloidifibrilli	de		S	pl g	0.0	0
nahari	nahar	0		S	sg g	1.0	1
nahari	nahari	0		S	sg g	0.0	0
seletatud	seletama	tud		V	tud	1.0	1
seletatud	seletatud	d		A	pl n	0.0	0
seletatud	seletatud	0		A		0.0	0
seletatud	seletatud	0		A	sg n	0.0	0
lõpetama	lõpetama	ma		V	ma	1.0	1
lõpetama	lõppema	tama		V	tama	0.0	0
lõpetama	lõpma	tama		V	tama	0.0	0
vastkomplekteeritud	vastkomplekteeritud	0		A		1.0	1
vastkomplekteeritud	vastkomplekteeritud	d		A	pl n	0.0	0
vastkomplekteeritud	vastkomplekteeritud	0		A	sg n	0.0	0
hävinud	hävima	nud		V	nud	1.0	1
hävinud	hävinud	d		A	pl n	0.0	0
hävinud	hävinud	0		A	sg n	0.0	0
hävinud	hävinud	0		A		0.0	0
endassetõmbunud	endassetõmbunud	d		A	pl n	1.0	1
endassetõmbunud	endassetõmbunud	0		A		0.0	0
endassetõmbunud	endassetõmbunud	0		A	sg n	0.0	0
lõnksutama	lõnksutama	ma		V	ma	1.0	1
lõnksutama	lõnksuma	tama		V	tama	0.0	0
blondeeritud	blondeeritud	0		A		1.0	1
blondeeritud	blondeerima	tud		V	tud	0.0	0
blondeeritud	blondeeritud	d		A	pl n	0.0	0
blondeeritud	blondeeritud	0		A	sg n	0.0	0
süttinud	süttima	nud		V	nud	1.0	1
süttinud	süttinud	0		A		0.0	0
süttinud	süttinud	0		A	sg n	0.0	0
süttinud	süttinud	d		A	pl n	0.0	0
murdnud	murdma	nud		V	nud	1.0	1
murdnud	murdnud	0		A	sg n	0.0	0
murdnud	murdnud	0		A		0.0	0
murdnud	murdnud	d		A	pl n	0.0	0
sisaski	Sisask	0		H	sg g	1.0	1
sisaski	Sisaski	0		H	sg g	0.0	0
unmanned	Unmanned	0		H	sg n	1.0	1
unmanned	Unmanne	d		H	pl n	0.0	0
veetud	vedama	tud		V	tud	1.0	1
veetud	veetu	d		A	pl n	0.0	0
veetud	veetud	d		A	pl n	0.0	0
veetud	veetud	0		A		0.0	0
veetud	veetud	0		A	sg n	0.0	0
miksonist	Mikson	st		H	sg el	1.0	1
miksonist	Miksoni	st		H	sg el	0.0	0
õnnistanud	õnnistama	nud		V	nud	1.0	1
õnnistanud	õnnistanud	d		A	pl n	0.0	0
õnnistanud	õnnistanud	0		A	sg n	0.0	0
õnnistanud	õnnistanud	0		A		0.0	0
baiksi	Baiks	0		H	sg g	1.0	1
baiksi	Baiksi	0		H	sg g	0.0	0
kalu	kala	u		S	pl p	1.0	1
kalu	kalu	0		S	sg p	0.0	0
lestbergi	Lestberg	0		H	sg g	1.0	1
lestbergi	Lestbergi	0		H	sg g	0.0	0
kostümeeritud-maskeeritud	kostümeeritud-maskeeritud	0		A		1.0	1
kostümeeritud-maskeeritud	kostümeeritud-maskeerima	tud		V	tud	0.0	0
kostümeeritud-maskeeritud	kostümeeritud-maskeeritud	d		A	pl n	0.0	0
kostümeeritud-maskeeritud	kostümeeritud-maskeeritud	0		A	sg n	0.0	0
kozelekil	Kozelek	l		H	sg ad	1.0	1
kozelekil	Kozelekk	l		H	sg ad	0.0	0
kozelekil	Kozeleki	l		H	sg ad	0.0	0
andriesseniga	Andriessen	ga		H	sg kom	1.0	1
andriesseniga	Andriesseni	ga		H	sg kom	0.0	0
bayerni	Bayern	0		H	sg g	1.0	1
bayerni	Bayerni	0		H	sg g	0.0	0
tammega	Tamm	ga		H	sg kom	1.0	1
tammega	Tamme	ga		H	sg kom	0.0	0
väljakäidud	väljakäidud	0		A		1.0	1
väljakäidud	väljakäidud	0		A	sg n	0.0	0
väljakäidud	väljakäidud	d		A	pl n	0.0	0
koodile	kood	le		S	sg all	1.0	1
koodile	koot	le		S	sg all	0.0	0
liigutanud	liigutama	nud		V	nud	1.0	1
liigutanud	liigutanud	0		A		0.0	0
liigutanud	liigutanud	0		A	sg n	0.0	0
liigutanud	liigutanud	d		A	pl n	0.0	0
väljakaevatud	väljakaevatud	0		A		1.0	1
väljakaevatud	väljakaevatud	0		A	sg n	0.0	0
väljakaevatud	väljakaevatud	d		A	pl n	0.0	0
ladeni	Laden	0		H	sg g	1.0	1
ladeni	Ladeni	0		H	sg g	0.0	0
aristarchosel	Aristarchos	l		H	sg ad	1.0	1
aristarchosel	Aristarchose	l		H	sg ad	0.0	0
tuldud	tuldud	0		A		1.0	1
tuldud	tuldud	d		A	pl n	0.0	0
tuldud	tuldud	0		A	sg n	0.0	0
tuldud	tulema	dud		V	tud	0.0	0
lindströmi	Lindström	0		H	sg g	1.0	1
lindströmi	Lindströmi	0		H	sg g	0.0	0
tjan-šani	Tjan-Šan	0		H	sg g	1.0	1
tjan-šani	Tjan-Šani	0		H	sg g	0.0	0
dasi	Das	0		H	sg g	1.0	1
dasi	Dasi	0		H	sg g	0.0	0
sotsiaalkindlustatud	sotsiaalkindlustatud	0		A		1.0	1
sotsiaalkindlustatud	sotsiaalkindlustatud	0		A	sg n	0.0	0
sotsiaalkindlustatud	sotsiaalkindlustatud	d		A	pl n	0.0	0
frausi	Fraus	0		H	sg g	1.0	1
frausi	Frausi	0		H	sg g	0.0	0
omaksvõtnud	omaksvõtnud	0		A		1.0	1
omaksvõtnud	omaksvõtnud	0		A	sg n	0.0	0
omaksvõtnud	omaksvõtnud	d		A	pl n	0.0	0
mecklenburg-vorpommerni	Mecklenburg-Vorpommern	0		H	sg g	1.0	1
mecklenburg-vorpommerni	Mecklenburg-Vorpommerni	0		H	sg g	0.0	0
tüdinenud	tüdinema	nud		V	nud	1.0	1
tüdinenud	tüdinenud	0		A		0.0	0
tüdinenud	tüdinenud	0		A	sg n	0.0	0
tüdinenud	tüdinenud	d		A	pl n	0.0	0
demonstreeritud	demonstreeritud	0		A		1.0	1
demonstreeritud	demonstreeritud	0		A	sg n	0.0	0
demonstreeritud	demonstreerima	tud		V	tud	0.0	0
demonstreeritud	demonstreeritud	d		A	pl n	0.0	0
astsiidiga	astsiit	ga		S	sg kom	1.0	1
astsiidiga	astsiid	ga		S	sg kom	0.0	0
mahavaikitud	mahavaikitud	d		A	pl n	1.0	1
mahavaikitud	mahavaikitud	0		A	sg n	0.0	0
mahavaikitud	mahavaikitud	0		A		0.0	0
riad	Riad	0		H	sg n	1.0	1
riad	Ria	d		H	pl n	0.0	0
jaamuli	Jaamul	0		H	sg g	1.0	1
jaamuli	Jaamuli	0		H	sg g	0.0	0
ühendunud	ühenduma	nud		V	nud	1.0	1
ühendunud	ühendunud	d		A	pl n	0.0	0
ühendunud	ühendunud	0		A		0.0	0
ühendunud	ühendunud	0		A	sg n	0.0	0
kuke	Kukk	0		H	sg g	1.0	1
kuke	Kuke	0		H	sg g	0.0	0
singhid	Singh	d		H	pl n	1.0	1
singhid	Singhid	0		H	sg n	0.0	0
singhid	Singhi	d		H	pl n	0.0	0
kohkunud	kohkunud	0		A		1.0	1
kohkunud	kohkuma	nud		V	nud	0.0	0
kohkunud	kohkunud	0		A	sg n	0.0	0
kohkunud	kohkunud	d		A	pl n	0.0	0
zestidele	zest	dele		S	pl all	1.0	1
zestidele	zesti	dele		S	pl all	0.0	0
inodilataatorid	inodilataator	d		S	pl n	1.0	1
inodilataatorid	inodilataatori	d		S	pl n	0.0	0
näinud-nautinud	näinud-nautinud	0		A		1.0	1
näinud-nautinud	näinud-nautima	nud		V	nud	0.0	0
näinud-nautinud	näinud-nautinud	0		A	sg n	0.0	0
näinud-nautinud	näinud-nautinud	d		A	pl n	0.0	0
näppusattunud	näppusattunud	0		A		1.0	1
näppusattunud	näppusattunud	0		A	sg n	0.0	0
näppusattunud	näppusattunud	d		A	pl n	0.0	0
laamade	laam	de		S	pl g	1.0	1
laamade	laama	de		S	pl g	0.0	0
elioni	Elion	0		H	sg g	1.0	1
elioni	Elioni	0		H	sg g	0.0	0
paintersi	Painters	0		H	sg g	1.0	1
paintersi	Paintersi	0		H	sg g	0.0	0
dzinni	dzinn	0		S	sg g	1.0	1
dzinni	dzinni	0		S	sg g	0.0	0
pungunud	pungunud	0		A		1.0	1
pungunud	punguma	nud		V	nud	0.0	0
pungunud	pungunud	0		A	sg n	0.0	0
pungunud	pungunud	d		A	pl n	0.0	0
pruulitud	pruulima	tud		V	tud	1.0	1
pruulitud	pruulitud	d		A	pl n	0.0	0
pruulitud	pruulitud	0		A		0.0	0
pruulitud	pruulitud	0		A	sg n	0.0	0
lewinskiga	Lewinski	ga		H	sg kom	1.0	1
lewinskiga	Lewinsk	ga		H	sg kom	0.0	0
hõlmatud	hõlmatud	0		A		1.0	1
hõlmatud	hõlmatud	d		A	pl n	0.0	0
hõlmatud	hõlmama	tud		V	tud	0.0	0
hõlmatud	hõlmatud	0		A	sg n	0.0	0
spöreri	Spörer	0		H	sg g	1.0	1
spöreri	Spöreri	0		H	sg g	0.0	0
harjutama	harjutama	ma		V	ma	1.0	1
harjutama	harjuma	tama		V	tama	0.0	0
vaiksele	Vaikne	le		H	sg all	1.0	1
vaiksele	Vaikse	le		H	sg all	0.0	0
ladakhi	Ladakh	0		H	sg g	1.0	1
ladakhi	Ladakhi	0		H	sg g	0.0	0
trigonumi	trigonum	0		S	sg g	1.0	1
trigonumi	trigonumi	0		S	sg g	0.0	0
väljatoodud	väljatoodud	0		A		1.0	1
väljatoodud	väljatoodud	0		A	sg n	0.0	0
väljatoodud	väljatoodud	d		A	pl n	0.0	0
palganud	palkama	nud		V	nud	1.0	1
palganud	palganud	d		A	pl n	0.0	0
palganud	palganud	0		A	sg n	0.0	0
palganud	palganud	0		A		0.0	0
operi	Oper	0		H	sg g	1.0	1
operi	Operi	0		H	sg g	0.0	0
mellini	Mellin	0		H	sg g	1.0	1
mellini	Mellini	0		H	sg g	0.0	0
kõhutäite	kõhutäide	0		S	sg g	1.0	1
kõhutäite	kõhutäis	te		S	pl g	0.0	0
ardashadi	Ardashad	0		H	sg g	1.0	1
ardashadi	Ardashadi	0		H	sg g	0.0	0
odapeamaod	odapeamadu	d		S	pl n	1.0	1
odapeamaod	odapeamagu	d		S	pl n	0.0	0
venitama	venitama	ma		V	ma	1.0	1
venitama	venima	tama		V	tama	0.0	0
köeti	kütma	ti		V	ti	1.0	1
köeti	küdema	ti		V	ti	0.0	0
kopterireidi	kopterireidi	0		S	sg g	1.0	1
kopterireidi	kopterireit	0		S	sg g	0.0	0
ikestatud	ikestatud	0		A		1.0	1
ikestatud	ikestatud	0		A	sg n	0.0	0
ikestatud	ikestatud	d		A	pl n	0.0	0
ikestatud	ikestama	tud		V	tud	0.0	0
defineeritud	defineerima	tud		V	tud	1.0	1
defineeritud	defineeritud	0		A		0.0	0
defineeritud	defineeritud	0		A	sg n	0.0	0
defineeritud	defineeritud	d		A	pl n	0.0	0
moncktoni	Monckton	0		H	sg g	1.0	1
moncktoni	Moncktoni	0		H	sg g	0.0	0
forbesi	Forbes	0		H	sg g	1.0	1
forbesi	Forbesi	0		H	sg g	0.0	0
hinganud	hingama	nud		V	nud	1.0	1
hinganud	hinganud	0		A		0.0	0
hinganud	hinganud	0		A	sg n	0.0	0
hinganud	hinganud	d		A	pl n	0.0	0
ascari	Ascar	0		H	sg g	1.0	1
ascari	Ascari	0		H	sg g	0.0	0
toimed	toime	d		S	pl n	1.0	1
toimed	toim	d		S	pl n	0.0	0
koormatud	koormama	tud		V	tud	1.0	1
koormatud	koormatud	0		A		0.0	0
koormatud	koormatud	0		A	sg n	0.0	0
koormatud	koormatud	d		A	pl n	0.0	0
ooti	Oot	0		H	sg g	1.0	1
ooti	Ooti	0		H	sg g	0.0	0
rood	rood	0		S	sg n	1.0	1
rood	rood	d		S	pl n	0.0	0
rood	roog	d		S	pl n	0.0	0
segilastud	segilastud	0		A		1.0	1
segilastud	segilastud	0		A	sg n	0.0	0
segilastud	segilastud	d		A	pl n	0.0	0
kozeleki	Kozelek	0		H	sg g	1.0	1
kozeleki	Kozelekk	0		H	sg g	0.0	0
kozeleki	Kozeleki	0		H	sg g	0.0	0
keerlese	Keerles	0		H	sg g	1.0	1
keerlese	Keerlenen	0		H	sg g	0.0	0
kinnikiilunud	kinnikiilunud	0		A		1.0	1
kinnikiilunud	kinnikiilunud	d		A	pl n	0.0	0
kinnikiilunud	kinnikiilunud	0		A	sg n	0.0	0
käikuantud	käikuantud	0		A		1.0	1
käikuantud	käikuantud	0		A	sg n	0.0	0
käikuantud	käikuantud	d		A	pl n	0.0	0
aegunud	aegunud	0		A		1.0	1
aegunud	aeguma	nud		V	nud	0.0	0
aegunud	aegunud	0		A	sg n	0.0	0
aegunud	aegunud	d		A	pl n	0.0	0
helgolandi	Helgoland	0		H	sg g	1.0	1
helgolandi	Helgolant	0		H	sg g	0.0	0
helgolandi	Helgolandi	0		H	sg g	0.0	0
medici	Medici	0		H	sg g	1.0	1
medici	Medic	0		H	sg g	0.0	0
eksperthinnagud	eksperthinnagu	d		S	pl n	1.0	1
eksperthinnagud	eksperthinnagud	0		S	sg n	0.0	0
ohjele	ohje	le		S	sg all	1.0	1
ohjele	ohi	ele		S	pl all	0.0	0
sildikoodi	sildikood	0		S	sg g	1.0	1
sildikoodi	sildikoot	0		S	sg g	0.0	0
halastanud	halastama	nud		V	nud	1.0	1
halastanud	halastanud	0		A	sg n	0.0	0
halastanud	halastanud	d		A	pl n	0.0	0
halastanud	halastanud	0		A		0.0	0
haavale	haav	le		S	sg all	1.0	1
haavale	haab	le		S	sg all	0.0	0
zohneri	Zohner	0		H	sg g	1.0	1
zohneri	Zohneri	0		H	sg g	0.0	0
vajutanud	vajutama	nud		V	nud	1.0	1
vajutanud	vajutanud	0		A	sg n	0.0	0
vajutanud	vajutanud	0		A		0.0	0
vajutanud	vajutanud	d		A	pl n	0.0	0
akvariumit	Akvarium	t		H	sg p	1.0	1
akvariumit	Akvariumi	t		H	sg p	0.0	0
soodsaid	soodne	id		A	pl p	1.0	1
soodsaid	soodus	id		A	pl p	0.0	0
citibanki	Citibank	0		H	sg g	1.0	1
citibanki	Citibanki	0		H	sg g	0.0	0
paisanud	paiskama	nud		V	nud	1.0	1
paisanud	paisanud	0		A	sg n	0.0	0
paisanud	paisanud	0		A		0.0	0
paisanud	paisanud	d		A	pl n	0.0	0
kõrgelthinnatud	kõrgelthinnatud	0		A		1.0	1
kõrgelthinnatud	kõrgelthinnatud	0		A	sg n	0.0	0
